Print_Date,Emancipation_Date_Start,Site,Emancipation_Date_End,Breed,Species_,SpayNeutered,Stage_,Photo,Location_,Sort_By,Intake_Date_From,Review_Date_From,Intake_Date_To,Review_Date_To,Pre_Altered,Show_Photo,Video
"Wednesday, July 30, 2025",All,All,All,All,All,All,All,0,All,SubLocation - Alphabetical,All,All,All,All,N,No,All

Location_1,AVG_LOS,Distinct_Animals,AnimalNumber,AnimalName,AnimalType,PrimaryBreed,Age,Color,Declawed,PreAltered,IntakeType,Sex,Stage,Location,ARN,ChipNumber,Species,SecondaryBreed,DateOfBirth,ColorPattern,EmancipationDate,SpayedNeutered,IntakeDateTime,LOSInDays,StageChangeReason,SubLocation,AnimalWeight,Danger,DangerType,NumberOfPictures,Videos,HoldReason,HorForName,HoldStartDate,HoldPlacedBy,Total_Animals
  Foster Care Room,Avg. LOS: 5,6,A0058971658,CHEERIO,Cat,Domestic Longhair,2y 6d,Orange/,N,N,Stray/Field,M,Hold - Doc,Foster Care Room,,941010004142697,Cat,,7/24/2023 12:00:00 AM,Tabby/,,Y,7/24/2025 11:28 AM,6.10,,01,8.25 pound,No,,0,No,,,,,279
  Foster Care Room,Avg. LOS: 5,6,A0058994363,,Cat,Domestic Shorthair,1m 2d,Black/White,N,N,Seized/Eviction,F,Hold - Foster,Foster Care Room,,941010004196056,Cat,Mix,6/28/2025 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,06,14.00 ounce,No,,0,No,,,,,279
  Foster Care Room,Avg. LOS: 5,6,A0058994442,BUBBLES,Cat,Domestic Shorthair,1y 2d,White/Black,N,N,Seized/Eviction,F,Hold - Foster,Foster Care Room,,941010004135133,Cat,,7/28/2024 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,06,7.50 pound,No,,0,No,,,,,279
  Foster Care Room,Avg. LOS: 5,6,A0058994460,,Cat,Domestic Shorthair,1m 2d,Black/White,N,N,Seized/Eviction,M,Hold - Foster,Foster Care Room,,941010004078483,Cat,Mix,6/28/2025 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,06,1.00 pound,No,,0,No,,,,,279
  Foster Care Room,Avg. LOS: 5,6,A0058994462,,Cat,Domestic Shorthair,1m 2d,Blue/,N,N,Seized/Eviction,M,Hold - Foster,Foster Care Room,,941010004051425,Cat,Mix,6/28/2025 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,06,13.00 ounce,No,,0,No,,,,,279
  Foster Care Room,Avg. LOS: 5,6,A0058911566,,Cat,Domestic Longhair,2m 15d,Grey/White,N,N,Transfer In/Feral Cat Focus,F,Hold - Surgery,Foster Care Room,,941010004220460,Cat,Mix,5/15/2025 12:00:00 AM,,,N,7/15/2025 12:26 PM,15.10,Needs spay,07,2.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0052669181,Alex Wolff,Other,CHINCHILLA,N/A,Grey/,N,N,Seized/Abandoned,M,Permanent Resident,Foster Home,,,Rodent,,,,,N,5/16/2023 3:06 PM,806.00,,Foster Home,1.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0052669183,Ernie,Other,CHINCHILLA,N/A,Grey/,N,N,Seized/Abandoned,M,Permanent Resident,Foster Home,Nat Wolff,,Rodent,,,,,N,5/16/2023 3:06 PM,806.00,,Foster Home,1.50 ounce,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0057996204,ANGELO,Cat,Domestic Shorthair,2y 10m 20d,White/Brown,N,Y,Owner/Guardian Surrender/Guardian Surrender - FIELD!,M,In Foster,Foster Home,,941010003030263,Cat,,9/10/2022 12:00:00 AM,Tabby/,,Y,6/23/2025 9:19 AM,37.20,,Foster Home,13.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0057996215,LUNA,Cat,Domestic Longhair,4y 10m 20d,Black/White,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,In Foster,Foster Home,,941010003772677,Cat,,9/10/2020 12:00:00 AM,,,Y,6/23/2025 9:19 AM,37.20,SAFE Foster,Foster Home,9.60 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058058096,,Other,RAT-DOMESTIC,4m 16d,White/,,N,Owner/Guardian Surrender/Born in Foster,U,In Foster,Foster Home,,,Rodent,RAT-DOMESTIC,3/14/2025 12:00:00 AM,,,N,3/14/2025 3:08 PM,138.00,,Foster Home,,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058058107,,Other,RAT-DOMESTIC,4m 16d,White/,,N,Owner/Guardian Surrender/Born in Foster,U,In Foster,Foster Home,,,Rodent,RAT-DOMESTIC,3/14/2025 12:00:00 AM,,,N,3/14/2025 3:08 PM,138.00,,Foster Home,,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058058111,,Other,RAT-DOMESTIC,4m 16d,White/,,N,Owner/Guardian Surrender/Born in Foster,U,In Foster,Foster Home,,,Rodent,RAT-DOMESTIC,3/14/2025 12:00:00 AM,,,N,3/14/2025 3:08 PM,138.00,,Foster Home,,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058212975,Bunny 2,Other,Florida White,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,122.20,returned from FC,Foster Home,3.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058212978,Bunny 1,Other,Florida White,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,122.20,returned from FC,Foster Home,3.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058212979,Glacier,Other,Florida White,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,122.20,returned from FC,Foster Home,3.80 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058212981,Apple,Other,Florida White,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,122.20,returned from FC,Foster Home,3.40 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058212982,Cloudy,Other,Florida White,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,122.20,returned from FC,Foster Home,3.50 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058212985,Bunny 5,Other,Florida White,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,122.20,returned from FC,Foster Home,3.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058212987,Bunny 7,Other,Florida White,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Rabbit,Satin,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:06 AM,122.20,returned from FC,Foster Home,3.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058213031,Heather,Other,Rex,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Mix,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:17 AM,122.20,,Foster Home,3.70 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058213033,Rabbit 4,Other,Rex,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,In Foster,Foster Home,,,Rabbit,Mix,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:17 AM,122.20,weaned from mom rabbit,Foster Home,4.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058213036,Cinnamon,Other,Rex,4m 1d,Buff/,N,N,Owner/Guardian Surrender/Born in Care,F,In Foster,Foster Home,,,Rabbit,Mix,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:17 AM,122.20,,Foster Home,3.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058259159,MOLLY,Cat,Domestic Shorthair,6y 3m 13d,Grey/White,N,Y,Owner/Guardian Surrender/SAFE Foster,F,In SAFE Foster,Foster Home,,941010002862172,Cat,,4/17/2019 12:00:00 AM,Tabby/,,Y,4/17/2025 9:06 AM,104.20,,Foster Home,7.80 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058259200,MR. SHEEPERTON,Cat,Domestic Longhair,6y 3m 23d,Grey/White,N,N,Owner/Guardian Surrender/SAFE Foster,M,In SAFE Foster,Foster Home,,941010002848295,Cat,,4/7/2019 12:00:00 AM,Tabby/,,Y,4/17/2025 9:06 AM,104.20,,Foster Home,10.75 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058353961,Oreo,Cat,Domestic Shorthair,3m 29d,Black/White,N,Y,Clinic/Medical Treatment,F,In Foster,Foster Home,,941010002685059,Cat,Mix,4/1/2025 12:00:00 AM,,,Y,7/23/2025 4:15 PM,6.90,medically cleared,Foster Home,3.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058419285,Scruffles,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",15y 2m 28d,White/Grey,N,N,Seized/Cruelty,F,In Foster,Foster Home,,,Dog,Mix,5/2/2010 12:00:00 AM,,,N,5/1/2025 7:05 PM,89.80,Dog is clear for dispo- LMW/81,Foster Home,8.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058442198,BEATRIX,Cat,Domestic Shorthair,2y 2m 23d,Black/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010004205447,Cat,,5/7/2023 12:00:00 AM,,,Y,5/6/2025 1:45 PM,85.00,medically cleared,Foster Home,8.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058450156,Masie,Cat,Domestic Longhair,1y 8m 23d,Brown/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010003624111,Cat,Mix,11/7/2023 12:00:00 AM,Tabby/,,N,5/7/2025 10:12 AM,84.20,Nursing mom,Foster Home,7.70 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058450160,Birdy,Cat,Domestic Shorthair,2m 24d,Grey/White,N,N,Stray/OTC,F,In Foster,Foster Home,,941010003042268,Cat,Mix,5/6/2025 12:00:00 AM,,,N,5/7/2025 10:12 AM,84.20,too young/nursing,Foster Home,1.90 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058457378,Francis,Cat,Domestic Shorthair,2m 23d,White/Black,N,N,Stray/Born in Care,M,In Foster,Foster Home,,941010004194024,Cat,,5/7/2025 12:00:00 AM,,,Y,5/8/2025 8:42 AM,83.30,medically cleared,Foster Home,3.25 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058540989,JANET,Cat,Domestic Shorthair,2m 22d,White/Brown,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004210997,Cat,Mix,5/8/2025 12:00:00 AM,Tabby/,,N,5/20/2025 3:27 PM,71.00,,Foster Home,2.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058571047,,Other,GUINEA PIG,6m 6d,Brown/Orange,N,N,Stray/OTC,F,In Foster,Foster Home,,,Rodent,,1/24/2025 12:00:00 AM,,,N,5/24/2025 2:46 PM,67.00,pregnancy watch,Foster Home,12.50 ounce,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058587143,,Cat,Domestic Shorthair,3m 7d,Black/White,N,N,Stray/No Hold,F,Hold - Adopted!,Foster Home,,941010003721591,Cat,,4/23/2025 12:00:00 AM,Tuxedo/,,Y,5/28/2025 11:05 AM,63.10,med clear,Foster Home,2.50 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058588153,,Cat,Domestic Shorthair,3m 14d,Brown/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,,Cat,Mix,4/16/2025 12:00:00 AM,Tabby/,,N,5/28/2025 11:20 AM,63.10,,Foster Home,2.75 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058627965,,Cat,Domestic Shorthair,2m 17d,Black/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010003736739,Cat,Mix,5/13/2025 12:00:00 AM,,,N,6/3/2025 10:51 AM,57.20,Too young,Foster Home,1.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058627969,,Cat,Domestic Shorthair,2m 17d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010002722274,Cat,Mix,5/13/2025 12:00:00 AM,,,N,6/3/2025 10:51 AM,57.20,Too young,Foster Home,2.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058627970,,Cat,Domestic Shorthair,2m 17d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010003726868,Cat,Mix,5/13/2025 12:00:00 AM,,,N,6/3/2025 10:51 AM,57.20,Too young,Foster Home,1.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058679157,Phineas,Cat,Domestic Shorthair,2m 0d,White/Black,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004187089,Cat,Mix,5/31/2025 12:00:00 AM,,,N,6/10/2025 1:01 PM,50.00,Need bottle baby foster,Foster Home,2.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058682112,,Cat,Domestic Shorthair,2m 3d,Tan/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010003014942,Cat,,5/27/2025 12:00:00 AM,Tabby/,,N,6/10/2025 4:01 PM,49.90,,Foster Home,1.60 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058682114,,Cat,Domestic Shorthair,2m 3d,Orange/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004399729,Cat,,5/27/2025 12:00:00 AM,Tabby/,,N,6/10/2025 4:01 PM,49.90,,Foster Home,1.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058694278,,Cat,Domestic Shorthair,2m 22d,Brown/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004183529,Cat,Mix,5/8/2025 12:00:00 AM,Tabby/,,N,6/12/2025 12:53 PM,48.10,,Foster Home,2.60 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058694280,,Cat,Domestic Shorthair,2m 22d,White/Orange,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004167370,Cat,Mix,5/8/2025 12:00:00 AM,Calico/,,N,6/12/2025 12:53 PM,48.10,,Foster Home,2.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058694286,,Cat,Domestic Shorthair,2m 22d,Orange/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004191772,Cat,Mix,5/8/2025 12:00:00 AM,Tabby/,,N,6/12/2025 12:53 PM,48.10,,Foster Home,2.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058709066,Ruby,Cat,Domestic Shorthair,2m 2d,Black/Orange,N,N,Stray/OTC,F,In Foster,Foster Home,RAVEN,941010002715805,Cat,Mix,5/28/2025 12:00:00 AM,Tortoiseshell/,,N,6/14/2025 8:25 AM,46.30,CLEAR FOR FOSTER,Foster Home,10.00 ounce,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058710884,SMORES,Cat,Domestic Shorthair,2y 1m 16d,Black/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,941010004197632,Cat,,6/14/2023 12:00:00 AM,,,N,6/14/2025 1:50 PM,46.00,,Foster Home,7.50 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058710888,,Cat,Domestic Shorthair,1m 19d,Black/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,941010004204545,Cat,,6/11/2025 12:00:00 AM,,,N,6/14/2025 1:50 PM,46.00,,Foster Home,1.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058710891,,Cat,Domestic Shorthair,1m 19d,Black/White,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,In Foster,Foster Home,,941010004226967,Cat,,6/11/2025 12:00:00 AM,,,N,6/14/2025 1:50 PM,46.00,,Foster Home,1.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058711213,,Cat,Domestic Shorthair,2m 0d,White/Orange,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004168161,Cat,Mix,5/31/2025 12:00:00 AM,,,N,6/14/2025 2:24 PM,46.00,,Foster Home,1.40 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058711214,,Cat,Domestic Shorthair,2m 0d,White/Orange,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004239491,Cat,Mix,5/31/2025 12:00:00 AM,,,N,6/14/2025 2:24 PM,46.00,,Foster Home,1.90 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058719464,,Cat,Domestic Shorthair,2m 11d,Grey/,N,N,Stray/Field,F,In Foster,Foster Home,,941010004234021,Cat,Mix,5/19/2025 12:00:00 AM,,,N,6/16/2025 1:57 PM,44.00,,Foster Home,2.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058719477,,Cat,Domestic Shorthair,2m 11d,Black/,N,N,Stray/Field,F,In Foster,Foster Home,,941010004200993,Cat,,5/19/2025 12:00:00 AM,,,N,6/16/2025 1:57 PM,44.00,,Foster Home,2.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058719482,,Cat,Domestic Shorthair,2m 11d,Grey/,N,N,Stray/Field,F,In Foster,Foster Home,,941010004175453,Cat,Mix,5/19/2025 12:00:00 AM,,,N,6/16/2025 1:57 PM,44.00,,Foster Home,2.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058719488,,Cat,Domestic Shorthair,2m 11d,Grey/,N,N,Stray/Field,M,In Foster,Foster Home,,941010004208897,Cat,Mix,5/19/2025 12:00:00 AM,Tabby/,,N,6/16/2025 1:57 PM,44.00,,Foster Home,2.40 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058728323,,Cat,Domestic Shorthair,2m 20d,Brown/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004220571,Cat,Mix,5/10/2025 12:00:00 AM,Tabby/,,N,6/17/2025 2:29 PM,43.00,,Foster Home,1.80 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058729684,PICKLES,Cat,Domestic Shorthair,1y 8m 7d,Black/White,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,F,In Foster,Foster Home,,,Cat,,11/23/2023 12:00:00 AM,,,N,6/23/2025 11:13 AM,37.10,Nursing mom,Foster Home,7.25 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058729698,,Cat,Domestic Shorthair,1m 17d,White/Black,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,M,In Foster,Foster Home,,941010004173150,Cat,Mix,6/13/2025 12:00:00 AM,,,N,6/23/2025 11:13 AM,37.10,,Foster Home,14.00 ounce,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058729703,,Cat,Domestic Shorthair,1m 17d,White/Grey,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,F,In Foster,Foster Home,,941010004202273,Cat,Mix,6/13/2025 12:00:00 AM,,,N,6/23/2025 11:13 AM,37.10,,Foster Home,13.40 ounce,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058729706,,Cat,Domestic Shorthair,1m 17d,Black/White,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,M,In Foster,Foster Home,,941010004213139,Cat,Mix,6/13/2025 12:00:00 AM,,,N,6/23/2025 11:13 AM,37.10,,Foster Home,10.00 ounce,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058729710,,Cat,Domestic Shorthair,1m 17d,White/Grey,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,F,In Foster,Foster Home,,941010004213774,Cat,Mix,6/13/2025 12:00:00 AM,,,N,6/23/2025 11:13 AM,37.10,,Foster Home,13.00 ounce,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058736662,,Cat,Domestic Shorthair,2m 9d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004206485,Cat,Mix,5/21/2025 12:00:00 AM,Tabby/,,N,6/18/2025 2:36 PM,42.00,,Foster Home,2.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058757630,FUZZY SLIPPER,Other,Mini-Lop,3m 21d,White/Grey,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,In Foster,Foster Home,,,Rabbit,,4/9/2025 12:00:00 AM,,,N,6/21/2025 2:56 PM,39.00,assess,Foster Home,2.90 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058763173,Nixie,Cat,Domestic Shorthair,1m 21d,Black/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004238977,Cat,Mix,6/9/2025 12:00:00 AM,,,N,6/23/2025 10:02 AM,37.20,bottle baby,Foster Home,1.70 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058763174,Ash,Cat,Domestic Shorthair,1m 21d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010003981402,Cat,Mix,6/9/2025 12:00:00 AM,,,N,6/23/2025 10:02 AM,37.20,bottle baby,Foster Home,1.90 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058763177,Polo,Cat,Domestic Shorthair,1m 21d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004192952,Cat,Mix,6/9/2025 12:00:00 AM,,,N,6/23/2025 10:02 AM,37.20,bottle baby,Foster Home,2.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058763180,Zee,Cat,Domestic Shorthair,1m 21d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004195443,Cat,Mix,6/9/2025 12:00:00 AM,,,N,6/23/2025 10:02 AM,37.20,bottle baby,Foster Home,1.90 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058764920,Leonardo,Other,Satin,1y 1m 7d,Brown/,N,N,Owner/Guardian Surrender/Guardian Surrender - OTC!,M,In Foster,Foster Home,,,Rabbit,Mix,6/23/2024 12:00:00 AM,Agouti/,,N,6/23/2025 12:28 PM,37.10,weight gain,Foster Home,5.40 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058767738,Opal,Cat,Domestic Shorthair,1m 23d,Grey/Tan/Tan,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004223764,Cat,Mix,6/7/2025 12:00:00 AM,Calico/,,N,6/23/2025 3:37 PM,37.00,,Foster Home,1.40 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058787259,,Other,Satin,2m 4d,Black/Orange,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,5/26/2025 12:00:00 AM,,,N,6/26/2025 8:47 AM,34.30,,Foster Home,1.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058787263,,Other,Satin,2m 4d,White/Brown,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,5/26/2025 12:00:00 AM,,,N,6/26/2025 8:47 AM,34.30,,Foster Home,1.25 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058787491,,Cat,Domestic Shorthair,2m 1d,Black/Tan,N,N,Seized/Signed Over,F,In Foster,Foster Home,,941010003771130,Cat,Mix,5/29/2025 12:00:00 AM,Tortoiseshell/,,N,6/26/2025 9:36 AM,34.20,,Foster Home,1.80 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058787494,,Cat,Domestic Shorthair,2m 1d,Orange/White,N,N,Seized/Signed Over,M,In Foster,Foster Home,,941010003895845,Cat,Mix,5/29/2025 12:00:00 AM,Tabby/,,N,6/26/2025 9:36 AM,34.20,,Foster Home,1.60 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058795591,,Other,Satin,N/A,Brown/Orange,N,N,Stray/OTC,M,In Foster,Foster Home,,,Rabbit,Mix,,Tortoiseshell/,,N,6/27/2025 9:11 AM,33.20,,Foster Home,1.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796476,FIRECRACKER,Cat,Domestic Shorthair,5m 3d,Black/,N,N,Stray/OTC,M,In Foster,Foster Home,,941010004367734,Cat,,2/27/2025 12:00:00 AM,,,Y,6/27/2025 3:25 PM,33.00,ON MEDS,Foster Home,6.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796649,,Cat,Domestic Shorthair,2m 3d,Grey/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010004227541,Cat,Mix,5/27/2025 12:00:00 AM,Tabby/,,N,6/27/2025 1:05 PM,33.00,,Foster Home,1.30 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796651,,Cat,Domestic Shorthair,2m 3d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010003938957,Cat,Mix,5/27/2025 12:00:00 AM,,,N,6/27/2025 1:05 PM,33.00,,Foster Home,1.50 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796654,,Cat,Domestic Shorthair,2m 3d,Black/White,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010002715653,Cat,Mix,5/27/2025 12:00:00 AM,Tuxedo/,,N,6/27/2025 1:05 PM,33.00,,Foster Home,1.20 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796655,,Cat,Domestic Shorthair,2m 3d,Brown/White,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010004376097,Cat,Mix,5/27/2025 12:00:00 AM,Tabby/,,N,6/27/2025 1:05 PM,33.00,,Foster Home,1.10 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796658,,Cat,Domestic Shorthair,2m 3d,Brown/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010003673623,Cat,Mix,5/27/2025 12:00:00 AM,Tabby/,,N,6/27/2025 1:05 PM,33.00,,Foster Home,1.90 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796660,,Cat,Domestic Shorthair,2m 3d,Black/,N,N,Stray/No Hold,M,In Foster,Foster Home,,941010003059885,Cat,Mix,5/27/2025 12:00:00 AM,,,N,6/27/2025 1:05 PM,33.00,,Foster Home,2.00 pound,No,,0,No,,,,,279
  Foster Home,Avg. LOS: 54,131,A0058796661,,Cat,Domestic Shorthair,2m 3d,Brown/,N,N,Stray/No Hold,F,In Foster,Foster Home,,941010003627358,Cat,Mix,5/27/2025 12:00:00 AM,Tabby/,,N,6/27/2025 1:05 PM,33.00,,Foster Home,1.50 pound,No,,0,No,,,,,279
