textbox3,textbox16,textbox105,textbox18,textbox103,textbox9,textbox101,textbox11,textbox99,textbox14,textbox15,textbox55,textbox22,textbox156
"Tuesday, September 2, 2025",8/1/2025 12:00 AM,All,8/31/2025 11:59 PM,All,All,All,All,All,All,All,All,All,Completed

OperationType_1,textbox4,textbox72,AnimalNumber,AnimalName,Species,textbox30,textbox36,Gender,textbox46,textbox41,textbox44,OperationType,PetID,ARN,textbox50,textbox51,textbox52,textbox53,Altered,Size,SpayedNeutered,By,OperationSubType,DOA,ScheduleStatus,Textbox24,Textbox49,Assigned_To,Textbox61,textbox542
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059012299,MISTY,Cat,Domestic Shorthair/Mix,3m 0d,F,Brown/White,N,8/7/2025 11:17 AM,Owner/Guardian Surrender,,ABIGAIL,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/7/2025 10:17 AM,8/7/2025 11:17 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059012303,Putty,Cat,Domestic Shorthair/Mix,4m 0d,M,Brown/White,N,8/7/2025 11:17 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/7/2025 10:17 AM,8/7/2025 11:17 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059012312,CAROLINE,Cat,Domestic Shorthair/Mix,3m 0d,F,Brown/White,N,8/7/2025 11:17 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/7/2025 10:17 AM,8/7/2025 11:17 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059013434,Zane,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",1y 6m 29d,M,Black,N,8/6/2025 7:43 AM,Owner/Guardian Surrender,,Zeus,,Large,Receiving/Receiving,Yes,No,,Y,NICOLEA,Guardian Surrender - FIELD!,False,Completed,8/6/2025 4:43 AM,8/6/2025 7:43 AM,Ashley Dittrich,3 hours ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059019355,Americano,Cat,Domestic Shorthair/Mix,2m 9d,F,Black/Orange,N,8/7/2025 2:33 PM,Owner/Guardian Surrender,,SPICE,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/7/2025 1:33 PM,8/7/2025 2:33 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059019358,Espresso,Cat,Domestic Shorthair/Mix,2m 9d,F,Brown/White,N,8/7/2025 2:33 PM,Owner/Guardian Surrender,,SUGAR,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/7/2025 1:33 PM,8/7/2025 2:33 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059019360,Cold Brew,Cat,Domestic Shorthair/Mix,2m 9d,F,Orange/White,N,8/7/2025 2:33 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/7/2025 1:33 PM,8/7/2025 2:33 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059024830,Austin,Cat,Domestic Longhair/Mix,19y 0d,M,White,Y,8/1/2025 10:09 AM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,Yes,No,,Y,KEARAC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059025461,Ski,Cat,Domestic Shorthair/Mix,15y 3d,M,Orange,Y,8/4/2025 1:08 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/4/2025 12:08 PM,8/4/2025 1:08 PM,Keara Cook,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059025580,Milky Way,Dog,"Dachshund, Miniature Smooth Haired/Mix",12y 0d,F,Tan,Y,8/1/2025 11:43 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - FIELD!,False,Completed,8/1/2025 10:43 AM,8/1/2025 11:43 AM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059031589,SEAHORSE,Cat,Domestic Shorthair/,3m 0d,F,Grey/White,N,8/2/2025 10:16 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,NICKD,Guardian Surrender - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059032130,,Cat,Domestic Shorthair/Mix,28d,M,Blue,N,8/2/2025 11:51 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059032137,,Cat,Domestic Shorthair/Mix,28d,M,Grey,N,8/2/2025 11:51 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059032143,Estrella,Cat,Domestic Shorthair/Mix,28d,F,Black,N,8/2/2025 11:51 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059032150,LORETTA,Cat,Domestic Shorthair/,1y 6m 0d,F,Black,N,8/2/2025 11:51 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059032790,Burnaby,Cat,Domestic Shorthair/Mix,13y 5d,M,Orange/White,Y,8/7/2025 3:17 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,Euthanasia Request - OTC!,False,Completed,8/7/2025 2:17 PM,8/7/2025 3:17 PM,Keara Cook,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059033852,Coco,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",1y 2d,F,White,N,8/4/2025 11:50 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/4/2025 10:50 AM,8/4/2025 11:50 AM,Keara Cook,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059038749,SHEBA,Cat,Domestic Shorthair/,4y 11m 30d,F,Black/White,N,8/4/2025 9:54 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059038865,Twinkle,Cat,Domestic Shorthair/Mix,2y 7d,M,Orange/White,Y,8/11/2025 11:30 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,Completed,8/11/2025 10:30 AM,8/11/2025 11:30 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059038873,PEBBLES,Cat,Domestic Longhair/,1y 7d,F,"White/Black/
Copper",N,8/11/2025 11:30 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,Completed,8/11/2025 10:30 AM,8/11/2025 11:30 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039044,Kitty,Cat,Domestic Shorthair/Mix,,F,White/Black,Y,8/4/2025 10:27 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039294,CYPRUS,Dog,Alaskan Husky/Mix,11y 0d,M,White/Brown,Y,8/4/2025 11:02 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - FIELD!,False,Completed,8/4/2025 10:02 AM,8/4/2025 11:02 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039328,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/4/2025 11:00 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039330,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/4/2025 11:00 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039333,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/4/2025 11:00 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039335,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/4/2025 11:00 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039336,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/4/2025 11:00 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039338,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/4/2025 11:00 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059039342,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/4/2025 11:00 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059040430,HAPPY,Cat,Domestic Shorthair/Mix,15y 0d,F,Brown,N,8/4/2025 12:33 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059041414,Ella,Dog,"Chihuahua, Long Coat/Mix",11m 4d,F,Beige,N,8/8/2025 10:56 AM,Owner/Guardian Surrender,,,,Small,Dog Holding E/05,Yes,No,,Y,SHANNONV,Guardian Surrender - OTC!,False,Completed,8/8/2025 9:56 AM,8/8/2025 10:56 AM,Natalia DiRienzo,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059041812,Leland,Cat,Domestic Shorthair/Mix,15y 0d,M,Black/White,Y,8/4/2025 2:18 PM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,Yes,No,,Y,SHANNONV,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059042741,Bling Bling,Dog,Bullmastiff/Mix,,U,Brindle,N,8/6/2025 8:15 AM,Owner/Guardian Surrender,,,,Large,Cooler/Cooler,No,No,,N,SHANNONV,DOA,True,Completed,8/6/2025 7:15 AM,8/6/2025 8:15 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059042752,J.J,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",,U,White/Copper,N,8/6/2025 8:15 AM,Owner/Guardian Surrender,,,,Medium,Cooler/Cooler,No,No,,N,SHANNONV,DOA,True,Completed,8/6/2025 7:15 AM,8/6/2025 8:15 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045294,BELLA,Cat,Domestic Shorthair/Mix,15y 0d,F,Black,Y,8/5/2025 8:14 AM,Owner/Guardian Surrender,,,,Small,Cooler/Cooler,Yes,No,,Y,TAMMIC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045442,Bruno,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",3y 0d,M,Black,N,8/5/2025 8:58 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045442,Bruno,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",3y 0d,M,Black,N,8/5/2025 8:50 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,Guardian Surrender - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045515,Riley,Cat,Domestic Shorthair/Mix,21y 0d,M,Brown,Y,8/5/2025 9:02 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045663,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045664,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045667,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045668,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045670,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045673,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045675,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045677,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045679,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045680,,Rodent,HAMSTER/HAMSTER,,U,Pink,N,8/5/2025 9:28 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Born in Care,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059045874,Ella,Dog,Pug/Beagle,17y 0d,F,Fawn/Grey,Y,8/5/2025 12:53 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/5/2025 11:53 AM,8/5/2025 12:53 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059046186,Scrappy,Dog,"Terrier, Boston/Mix",12y 2d,M,Black/White,N,8/7/2025 11:52 AM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,No,No,,N,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/7/2025 10:52 AM,8/7/2025 11:52 AM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059046296,BLUE,Cat,Domestic Shorthair/,8y 16d,F,Blue/White,N,8/21/2025 12:15 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/21/2025 11:15 AM,8/21/2025 12:15 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059047584,Porsha,Cat,Domestic Medium Hair/Mix,5y 0d,F,Grey,Y,8/5/2025 12:10 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059048395,OLIVIA,Miniature Pig,Vietnamese Pot-Bellied Pig/,12y 0d,F,Black/White,Y,8/5/2025 1:07 PM,Owner/Guardian Surrender,,,,Extra Large,Cooler/Cooler,Yes,No,,Y,TAMMIC,DOA,True,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059048691,Lucy,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",1y 8m 23d,F,White,Y,8/25/2025 8:59 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/25/2025 7:59 AM,8/25/2025 8:59 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059048855,SASHA,Cat,Domestic Longhair/,5y 0d,F,White,Y,8/26/2025 10:18 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,Completed,8/26/2025 9:18 AM,8/26/2025 10:18 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059053946,Connor,Dog,"Chihuahua, Long Coat/Mix",6y 0d,M,Orange/White,N,8/6/2025 8:39 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059054180,Mary Jane,Dog,"Dachshund, Miniature Smooth Haired/Mix",14y 0d,F,Black/White,Y,8/6/2025 1:03 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,Euthanasia Request - OTC!,False,Completed,8/6/2025 12:03 PM,8/6/2025 1:03 PM,SHANNON VOGT,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059056626,Milo,Dog,Rottweiler/Mix,14y 3d,M,Brown/Black,U,8/9/2025 10:00 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,No,No,,U,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/9/2025 9:00 AM,8/9/2025 10:00 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059057276,CHLOE,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)/Mix",13y 0d,F,Brindle/White,N,8/21/2025 10:01 AM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,No,No,,N,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/21/2025 9:01 AM,8/21/2025 10:01 AM,Keara Cook,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059057564,COSMO,Cat,Domestic Longhair/Mix,17y 2d,M,Black/White,Y,8/8/2025 11:57 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/8/2025 10:57 AM,8/8/2025 11:57 AM,Keara Cook,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059058082,TOBY,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",13y 15d,M,Brindle/White,N,8/21/2025 11:29 AM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,No,No,,N,SHANNONV,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059058271,MARA,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",4m 0d,F,Blue/White,N,8/6/2025 2:48 PM,Owner/Guardian Surrender,,QUEEN,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059062251,TOBY,Dog,"Bichon Frise/Poodle, Toy",15y 6m 1d,M,White,Y,8/7/2025 12:59 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/7/2025 11:59 AM,8/7/2025 12:59 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059063166,WOMBA,Cat,Domestic Shorthair/,8y 6m 2d,F,Black,N,8/8/2025 3:30 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Evaluation/Poss Adopt - OTC!,False,Completed,8/8/2025 2:30 PM,8/8/2025 3:30 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059063264,Pierre,Cat,Domestic Shorthair/,3m 0d,M,Brown/White,N,8/7/2025 11:17 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059063506,KODA,Dog,Shiba Inu/Mix,8y 0d,M,Tan/White,N,8/7/2025 11:35 AM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,Yes,No,,Y,TAMMIC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059065774,CHICKLET,Rodent,RAT-DOMESTIC/,,U,White,N,8/7/2025 3:08 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Euthanasia Request - OTC!,False,Completed,8/7/2025 2:38 PM,8/7/2025 3:08 PM,TAMMI COGSWELL,30 minutes,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059066187,Snuggles,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",11y 11m 27d,M,Blond,N,8/7/2025 2:46 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059068106,Bobby,Cat,Domestic Shorthair/,2y 0d,M,White/Brown,N,8/7/2025 4:59 PM,Owner/Guardian Surrender,,VROOM,,Small,Receiving/Receiving,Yes,No,,Y,MELINAH,Field,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059070079,KILO,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",13y 0d,F,White/Grey,Y,8/8/2025 9:17 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059070262,THOR,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",7y 0d,M,White/Black,Y,8/8/2025 9:38 AM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059070428,KARA,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2y 5d,F,Blue/White,N,8/13/2025 2:09 PM,Owner/Guardian Surrender,,KARMA,,Large,Receiving/Receiving,Yes,No,,Y,KEARAC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059073038,Deacon,Cat,Domestic Longhair/Mix,5y 0d,M,Black,Y,8/8/2025 3:04 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,Euthanasia Request - OTC!,False,Completed,8/8/2025 2:04 PM,8/8/2025 3:04 PM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059073269,MOE MOE,Dog,"Chihuahua, Short Coat/Mix",10y 0d,F,Tan/White,U,8/8/2025 2:48 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,U,NICOLEA,Euthanasia Request - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059076934,Shelton,Cat,Domestic Longhair/Mix,12y 5d,F,Orange,Y,8/14/2025 3:06 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/14/2025 2:06 PM,8/14/2025 3:06 PM,Keara Cook,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059084490,Ace,Cat,Domestic Medium Hair/Mix,7y 1d,M,Grey,Y,8/12/2025 1:06 PM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/12/2025 12:06 PM,8/12/2025 1:06 PM,Keara Cook,1 hour ,580
