textbox22,textbox8,textbox17,textbox12,textbox13,textbox11,textbox14,textbox10,textbox15,textbox9,textbox16,textbox73,Textbox76
"Tuesday, September 2, 2025",8/1/2025 12:00 AM,All,8/31/2025 11:59 PM,All,All,All,No,All,All,All,All,All

textbox28,textbox40,textbox52,textbox71,textbox27,Symptom_DignosisFlag,ExamID,Name,PrimaryBreed,textbox37,Location,ARN,Condition,textbox54,Species,textbox57,Sex,SubLocation,textbox70,textbox72
Ear,Condition Total: 6,Unique Animals: 6,,A0059190604,S,83600187,MALA,Domestic Longhair,5yrs,Receiving,,Ear,8/18/2025 3:19 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Ear,Condition Total: 6,Unique Animals: 6,,A0059265226,S,83812420,Daryl,"Mixed Breed, Large (over 44 lbs fully grown)",4yrs,Dog Adoptions A,Darrell,Ear,8/31/2025 3:00 PM,Dog,Dog,M,07,Condition Total: 528,Unique Animals: 277
Ear Mites,Condition Total: 3,Unique Animals: 3,,A0059067638,D,83435222,MARVIN,Domestic Shorthair,2yrs,Receiving,,Ear Mites,8/7/2025 6:49 PM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
Ear Mites,Condition Total: 3,Unique Animals: 3,,A0059210139,D,83742775,Luna,Domestic Shorthair,1yrs,Receiving,,Ear Mites,8/27/2025 10:21 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Ear Mites,Condition Total: 3,Unique Animals: 3,,A0059269648,D,83799871,,Domestic Shorthair,1yrs,Receiving,AMBROSE,Ear Mites,8/30/2025 11:37 AM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059031437,S,83341386,WEDNESDAY,Domestic Shorthair,10yrs,Receiving,WEDNESDAY,Emaciated,8/2/2025 9:42 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059071090,S,83443038,,Domestic Shorthair,13yrs,ICU,,Emaciated,8/8/2025 12:13 PM,Cat,Cat,M,05 - A,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059107218,S,83535834,,Domestic Shorthair,5yrs,Receiving,,Emaciated,8/14/2025 10:41 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059206316,S,83640089,,Domestic Shorthair,4yrs,Receiving,,Emaciated,8/20/2025 3:35 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059212825,S,83658493,,Domestic Longhair,,Receiving,,Emaciated,8/21/2025 2:40 PM,Cat,Cat – NO DOB,M,Receiving,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059222752,S,83687491,,Domestic Shorthair,1mos,Receiving,,Emaciated,8/23/2025 10:23 AM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059222755,S,83687316,,Domestic Shorthair,1mos,,,Emaciated,8/22/2025 10:09 AM,Cat,Kitten,M,,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059269486,S,83799311,,Domestic Shorthair,1yrs,Receiving,,Emaciated,8/30/2025 10:50 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Emaciated,Condition Total: 9,Unique Animals: 9,,A0059270087,S,83801379,,Domestic Shorthair,10mos,Receiving,,Emaciated,8/30/2025 1:02 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Entropion,Condition Total: 1,Unique Animals: 1,,A0058788884,D,83479442,Churro,Californian,11mos,Receiving,,Entropion,8/11/2025 1:12 PM,Rabbit,Other,M,Receiving,Condition Total: 528,Unique Animals: 277
Eye,Condition Total: 7,Unique Animals: 7,,A0059024937,S,83323935,,Domestic Longhair,1mos,Receiving,,Eye,8/1/2025 10:30 AM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Eye,Condition Total: 7,Unique Animals: 7,,A0059084965,S,83480792,Bellatrix,Domestic Shorthair,2mos,Receiving,,Eye,8/11/2025 2:00 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Eye,Condition Total: 7,Unique Animals: 7,,A0059084971,S,83481021,Capella,Domestic Shorthair,2mos,Receiving,,Eye,8/11/2025 2:06 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Eye,Condition Total: 7,Unique Animals: 7,,A0059206316,S,83641876,,Domestic Shorthair,4yrs,Receiving,,Eye,8/20/2025 4:19 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Eye,Condition Total: 7,Unique Animals: 7,,A0059215984,S,83664636,Foxtrot,Domestic Longhair,1mos,Receiving,,Eye,8/21/2025 5:31 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Eye,Condition Total: 7,Unique Animals: 7,,A0059235560,S,83714016,GARRISON,Domestic Longhair,2mos,Cat Treatment,,Eye,8/25/2025 3:08 PM,Cat,Kitten,M,03 - A,Condition Total: 528,Unique Animals: 277
Eye,Condition Total: 7,Unique Animals: 7,,A0059264181,S,83788547,Petunia,Domestic Shorthair,2mos,Receiving,,Eye,8/29/2025 2:05 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
FAD,Condition Total: 5,Unique Animals: 5,,A0059048855,D,83724177,SASHA,Domestic Longhair,5yrs,Receiving,,FAD,8/26/2025 11:05 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
FAD,Condition Total: 5,Unique Animals: 5,,A0059111689,D,83556129,MO,Domestic Shorthair,11yrs,Cat Isolation 231,,FAD,8/15/2025 11:09 AM,Cat,Cat,F,Cage 2,Condition Total: 528,Unique Animals: 277
FAD,Condition Total: 5,Unique Animals: 5,,A0059197665,D,83616503,,Domestic Shorthair,2yrs,Receiving,,FAD,8/19/2025 2:14 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
FAD,Condition Total: 5,Unique Animals: 5,,A0059226093,D,83691906,Reddington,Domestic Shorthair,2yrs,Cat Isolation 231,,FAD,8/23/2025 2:28 PM,Cat,Cat,M,Cage 8,Condition Total: 528,Unique Animals: 277
FAD,Condition Total: 5,Unique Animals: 5,,A0059236564,D,83717998,BARBIE,Domestic Shorthair,2yrs,Receiving,,FAD,8/25/2025 5:35 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
FELV,Condition Total: 2,Unique Animals: 2,,A0059032150,D,83344231,LORETTA,Domestic Shorthair,2yrs,Receiving,,FELV,8/2/2025 1:11 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
FELV,Condition Total: 2,Unique Animals: 2,,A0059107218,D,83535834,,Domestic Shorthair,5yrs,Receiving,,FELV,8/14/2025 10:41 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
FIV,Condition Total: 4,Unique Animals: 4,,A0059038375,D,83358474,GOLDILOCKS,Domestic Shorthair,5yrs,Cat Isolation 231,GOLDILOCKS,FIV,8/4/2025 9:16 AM,Cat,Cat,F,Cage 1,Condition Total: 528,Unique Animals: 277
FIV,Condition Total: 4,Unique Animals: 4,,A0059232782,D,83708698,TOUCHDOWN,Domestic Shorthair,6yrs,Cat Isolation 231,,FIV,8/25/2025 12:23 PM,Cat,Cat,M,Cage 4,Condition Total: 528,Unique Animals: 277
FIV,Condition Total: 4,Unique Animals: 4,,A0059236564,D,83717998,BARBIE,Domestic Shorthair,2yrs,Receiving,,FIV,8/25/2025 5:35 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
FIV,Condition Total: 4,Unique Animals: 4,,A0059259530,D,83775129,VIOLET,Domestic Shorthair,2yrs,Cat Isolation 231,,FIV,8/28/2025 4:38 PM,Cat,Cat,F,Cage 1,Condition Total: 528,Unique Animals: 277
Flea Anemia,Condition Total: 4,Unique Animals: 4,,A0059026617,D,83336943,,Domestic Shorthair,1mos,Receiving,,Flea Anemia,8/1/2025 5:26 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Flea Anemia,Condition Total: 4,Unique Animals: 4,,A0059033751,D,83347718,KIERNAN,Domestic Shorthair,2mos,Receiving,,Flea Anemia,8/2/2025 4:26 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Flea Anemia,Condition Total: 4,Unique Animals: 4,,A0059041268,D,83368061,Daryll,Domestic Shorthair,2mos,Receiving,,Flea Anemia,8/4/2025 3:11 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Flea Anemia,Condition Total: 4,Unique Animals: 4,,A0059042285,D,83370098,Goober,Domestic Shorthair,1mos,Cat Treatment,,Flea Anemia,8/4/2025 4:22 PM,Cat,Kitten,M,G,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059017419,D,83334137,Baby Boo,Domestic Shorthair,5yrs,ICU,,Fleas,8/1/2025 4:02 PM,Cat,Cat,F,02- B,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059026617,D,83336943,,Domestic Shorthair,1mos,Receiving,,Fleas,8/1/2025 5:26 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059031437,D,83341386,WEDNESDAY,Domestic Shorthair,10yrs,Receiving,WEDNESDAY,Fleas,8/2/2025 9:42 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059031589,D,83345935,SEAHORSE,Domestic Shorthair,3mos,Receiving,,Fleas,8/2/2025 2:36 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059032130,D,83344102,,Domestic Shorthair,1mos,Receiving,,Fleas,8/2/2025 12:49 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059032137,D,83344136,,Domestic Shorthair,1mos,Receiving,,Fleas,8/2/2025 12:49 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059032143,D,83343956,Estrella,Domestic Shorthair,1mos,Receiving,,Fleas,8/2/2025 12:49 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059032150,D,83344231,LORETTA,Domestic Shorthair,2yrs,Receiving,,Fleas,8/2/2025 1:11 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059033710,D,83346811,ANGELFISH,Domestic Shorthair,2mos,Receiving,,Fleas,8/2/2025 3:30 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059033751,D,83347718,KIERNAN,Domestic Shorthair,2mos,Receiving,,Fleas,8/2/2025 4:26 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059041268,D,83368061,Daryll,Domestic Shorthair,2mos,Receiving,,Fleas,8/4/2025 3:11 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059066187,D,83474614,Snuggles,"Mixed Breed, Small (under 24 lbs fully grown)",12yrs,Dog Adoptions A,,Fleas,8/11/2025 9:23 AM,Dog,Dog,M,01,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059067078,D,83732837,VOYAGER,Domestic Shorthair,3mos,Cat Adoption Room H,,Fleas,8/26/2025 3:30 PM,Cat,Kitten,M,03,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059071090,D,83443038,,Domestic Shorthair,13yrs,ICU,,Fleas,8/8/2025 12:13 PM,Cat,Cat,M,05 - A,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059072302,D,83448321,,Domestic Longhair,1mos,Receiving,,Fleas,8/8/2025 3:28 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059084965,D,83480792,Bellatrix,Domestic Shorthair,2mos,Receiving,,Fleas,8/11/2025 2:00 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059084971,D,83481021,Capella,Domestic Shorthair,2mos,Receiving,,Fleas,8/11/2025 2:06 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059088015,D,83485635,Kash,Akita,2yrs,Receiving,,Fleas,8/11/2025 4:06 PM,Dog,Dog,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059111689,D,83556129,MO,Domestic Shorthair,11yrs,Cat Isolation 231,,Fleas,8/15/2025 11:09 AM,Cat,Cat,F,Cage 2,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059197665,D,83616503,,Domestic Shorthair,2yrs,Receiving,,Fleas,8/19/2025 2:14 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059206316,D,83640089,,Domestic Shorthair,4yrs,Receiving,,Fleas,8/20/2025 3:35 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059222752,D,83687491,,Domestic Shorthair,1mos,Receiving,,Fleas,8/23/2025 10:23 AM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059222755,D,83687316,,Domestic Shorthair,1mos,,,Fleas,8/22/2025 10:09 AM,Cat,Kitten,M,,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059222757,D,83686913,,Domestic Longhair,1mos,,,Fleas,8/22/2025 9:03 AM,Cat,Kitten,M,,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059222758,D,83687272,,Domestic Shorthair,1mos,,,Fleas,8/22/2025 10:07 AM,Cat,Kitten,M,,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059225328,D,83690499,Luna,Domestic Shorthair,10mos,Receiving,,Fleas,8/23/2025 1:19 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059226093,D,83691906,Reddington,Domestic Shorthair,2yrs,Cat Isolation 231,,Fleas,8/23/2025 2:28 PM,Cat,Cat,M,Cage 8,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059227214,D,83693425,,Domestic Longhair,1mos,Receiving,,Fleas,8/23/2025 3:52 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059232739,D,83732839,Dragonfly,Domestic Shorthair,2mos,Foster Care Room,,Fleas,8/26/2025 3:30 PM,Cat,Kitten,M,01,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059236527,D,83732842,Buzz Lightyear,Domestic Shorthair,4yrs,Receiving,,Fleas,8/26/2025 3:30 PM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059249208,D,83747787,SPICE CAT,Domestic Shorthair,1mos,Receiving,,Fleas,8/27/2025 1:25 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059259522,D,83785859,,"Mixed Breed, Small (under 24 lbs fully grown)",2mos,Receiving,,Fleas,8/29/2025 12:21 PM,Dog,Puppy,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059259526,D,83785482,,"Mixed Breed, Small (under 24 lbs fully grown)",2mos,Receiving,,Fleas,8/29/2025 12:21 PM,Dog,Puppy,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059259529,D,83785824,,"Mixed Breed, Small (under 24 lbs fully grown)",2mos,Receiving,,Fleas,8/29/2025 12:21 PM,Dog,Puppy,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059259533,D,83785391,,"Mixed Breed, Small (under 24 lbs fully grown)",2mos,Dog Adoptions A,,Fleas,8/29/2025 12:21 PM,Dog,Puppy,F,04,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059259534,D,83785591,,"Mixed Breed, Small (under 24 lbs fully grown)",2mos,Receiving,,Fleas,8/29/2025 12:21 PM,Dog,Puppy,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059264173,D,83788596,,Domestic Shorthair,1mos,Receiving,,Fleas,8/29/2025 2:04 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059264194,D,83788972,,Domestic Shorthair,1mos,Receiving,Love Bug,Fleas,8/29/2025 2:04 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059264203,D,83788897,,Domestic Shorthair,1mos,Receiving,,Fleas,8/29/2025 2:04 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059264212,D,83788775,,Domestic Shorthair,1mos,Receiving,,Fleas,8/29/2025 2:04 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059264225,D,83788737,,Domestic Shorthair,1mos,Receiving,,Fleas,8/29/2025 2:04 PM,Cat,Kitten,M,Receiving,Condition Total: 528,Unique Animals: 277
Fleas,Condition Total: 42,Unique Animals: 42,,A0059269648,D,83799871,,Domestic Shorthair,1yrs,Receiving,AMBROSE,Fleas,8/30/2025 11:37 AM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
Fracture,Condition Total: 1,Unique Animals: 1,,A0059220220,D,83736650,,Domestic Shorthair,4mos,Cat Treatment,,Fracture,8/27/2025 4:36 PM,Cat,Kitten,M,01 - B,Condition Total: 528,Unique Animals: 277
Fractured Pelvis,Condition Total: 1,Unique Animals: 1,,A0059246556,D,83745749,,Domestic Longhair,8mos,Receiving,,Fractured Pelvis,8/27/2025 12:18 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058965103,D,83323368,TINK,Domestic Longhair,4mos,Cat Adoption Room H,,Giardia,8/1/2025 10:08 AM,Cat,Kitten,M,01,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058965108,D,83324499,Corni Chon,Domestic Longhair,4mos,Cat Adoption Room H,aka Fawn,Giardia,8/1/2025 10:08 AM,Cat,Kitten,M,01,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058981307,D,83468164,Polly,"Mixed Breed, Large (over 44 lbs fully grown)",2yrs,Dog Adoptions B,TIPSY,Giardia,8/10/2025 2:03 PM,Dog,Dog,F,07,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058996511,D,83689290,SKOLL,Domestic Longhair,3mos,Cat Adoption Room G,,Giardia,8/23/2025 11:53 AM,Cat,Kitten,M,06,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058996516,D,83689126,HATI,Domestic Longhair,3mos,Cat Adoption Room G,,Giardia,8/23/2025 11:53 AM,Cat,Kitten,M,06,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058996522,D,83689188,PIA,Domestic Shorthair,3mos,Cat Adoption Room G,,Giardia,8/23/2025 11:53 AM,Cat,Kitten,F,06,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058996526,D,83689059,Geraldine,Domestic Shorthair,3mos,Cat Adoption Room G,,Giardia,8/23/2025 11:53 AM,Cat,Kitten,F,07,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058996529,D,83689006,DJ,Domestic Shorthair,3mos,Cat Adoption Room G,,Giardia,8/23/2025 11:53 AM,Cat,Kitten,M,07,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058996530,D,83513192,,Domestic Shorthair,3mos,Foster Home,,Giardia,8/13/2025 9:28 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Giardia,Condition Total: 10,Unique Animals: 10,,A0058996532,D,83513162,,Domestic Shorthair,3mos,Foster Home,,Giardia,8/13/2025 9:28 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059002720,D,83802024,Fred,Domestic Shorthair,2yrs,Receiving,,Gingivitis,8/30/2025 1:31 PM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059017419,D,83334137,Baby Boo,Domestic Shorthair,5yrs,ICU,,Gingivitis,8/1/2025 4:02 PM,Cat,Cat,F,02- B,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059032150,D,83344231,LORETTA,Domestic Shorthair,2yrs,Receiving,,Gingivitis,8/2/2025 1:11 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059063166,D,83450884,WOMBA,Domestic Shorthair,8yrs,Receiving,,Gingivitis,8/8/2025 4:45 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059067638,D,83435222,MARVIN,Domestic Shorthair,2yrs,Receiving,,Gingivitis,8/7/2025 6:49 PM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059123397,D,83592648,EMONI,Domestic Shorthair,4mos,ICU,,Gingivitis,8/18/2025 11:06 AM,Cat,Kitten,F,05 - B,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059210139,D,83742775,Luna,Domestic Shorthair,1yrs,Receiving,,Gingivitis,8/27/2025 10:21 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059225328,D,83690499,Luna,Domestic Shorthair,10mos,Receiving,,Gingivitis,8/23/2025 1:19 PM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
Gingivitis,Condition Total: 9,Unique Animals: 9,,A0059269275,D,83800657,,Domestic Shorthair,5mos,Receiving,,Gingivitis,8/30/2025 12:22 PM,Cat,Kitten,F,Receiving,Condition Total: 528,Unique Animals: 277
Growth,Condition Total: 1,Unique Animals: 1,,A0059241255,S,83744408,MUM,Domestic Shorthair,6yrs,Receiving,,Growth,8/27/2025 11:00 AM,Cat,Cat,F,Receiving,Condition Total: 528,Unique Animals: 277
HBC,Condition Total: 3,Unique Animals: 3,,A0059038225,D,83358669,,Domestic Shorthair,1yrs,Receiving,,HBC,8/4/2025 9:30 AM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
HBC,Condition Total: 3,Unique Animals: 3,,A0059123151,D,83576448,,Domestic Shorthair,1yrs,Receiving,,HBC,8/16/2025 1:43 PM,Cat,Cat,M,Receiving,Condition Total: 528,Unique Animals: 277
HBC,Condition Total: 3,Unique Animals: 3,,A0059259513,D,83774553,Eclipse,"Terrier, Pit Bull",8mos,Receiving,,HBC,8/28/2025 4:22 PM,Dog,Dog,F,Receiving,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058682110,D,83762954,MARIGOLD,Domestic Shorthair,3mos,Foster Home,,Healthy,8/28/2025 10:58 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058682114,D,83762821,TIGER LILLY,Domestic Shorthair,3mos,Foster Home,,Healthy,8/28/2025 10:52 AM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058729698,D,83706552,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/25/2025 10:52 AM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058729703,D,83706494,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/25/2025 10:52 AM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058729706,D,83706601,,Domestic Shorthair,2mos,Foster Home,,Healthy,8/25/2025 10:52 AM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058820115,D,83519357,Peanut Butter,Domestic Shorthair,2mos,Foster Home,Toast,Healthy,8/13/2025 1:14 PM,Cat,Kitten,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058825557,D,83634605,,Domestic Shorthair,1mos,Foster Care Room,,Healthy,8/20/2025 1:07 PM,Cat,Kitten,F,02,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058825574,D,83634606,,Domestic Shorthair,1mos,Foster Care Room,,Healthy,8/20/2025 1:07 PM,Cat,Kitten,F,02,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058849570,D,83378791,Bruno,"Mixed Breed, Large (over 44 lbs fully grown)",6mos,Foster Home,,Healthy,8/5/2025 11:19 AM,Dog,Dog,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058864070,D,83366249,Brownie,"Mixed Breed, Medium (up to 44 lbs fully grown)",1mos,Foster Home,,Healthy,8/4/2025 2:25 PM,Dog,Puppy,M,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058864072,D,83366453,Oreo,"Mixed Breed, Medium (up to 44 lbs fully grown)",1mos,Foster Home,,Healthy,8/4/2025 2:31 PM,Dog,Puppy,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058872864,D,83365810,Berlini,Domestic Shorthair,1mos,Foster Home,,Healthy,8/4/2025 2:09 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
Healthy,Condition Total: 45,Unique Animals: 45,,A0058872867,D,83365496,Kiki,Domestic Shorthair,1mos,Foster Home,,Healthy,8/4/2025 1:56 PM,Cat,Kitten,F,Foster Home,Condition Total: 528,Unique Animals: 277
